type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_IN,261519.42,C525630200,1584985.4,1846504.82,C193864812,564450.86,302931.44,0
CASH_IN,135807.95,C1286571868,1846504.82,1982312.78,C932583850,6860165.35,6724357.4,0
CASH_IN,330293.92,C1561688223,1982312.78,2312606.69,C1303868418,3615008.01,3284714.1,0
CASH_IN,54182.33,C1522236047,2312606.69,2366789.02,C295372946,368444.96,314262.63,0
CASH_IN,451688.56,C1719949466,2366789.02,2818477.59,C1504109395,3005974.32,2554285.76,0
CASH_IN,181483.46,C1445045873,2818477.59,2999961.05,C1782113663,1658841.81,1477358.35,0
CASH_IN,163607.02,C537329066,2999961.05,3163568.06,C728526866,5289541.23,4923997,0
CASH_IN,184347.18,C560497703,3163568.06,3347915.25,C1477979030,9297978.18,9113630.99,0
CASH_IN,90264.51,C1701599256,3347915.25,3438179.76,C154319946,101322.55,11058.04,0
CASH_IN,14574.01,C1042643178,3438179.76,3452753.76,C484258212,44361,29786.99,0
CASH_IN,201937.2,C693709097,3452753.76,3654690.97,C728526866,5125934.21,4923997,0
PAYMENT,2871.18,C1291180441,11273,8401.82,M1272902791,0,0,0
TRANSFER,179341.27,C1588148030,36003,0,C292665982,0,179341.27,0
PAYMENT,12135.69,C1046044067,0,0,M1543664352,0,0,0
PAYMENT,12989.69,C1623510827,866,0,M2000880842,0,0,0
PAYMENT,19642.29,C50592708,10270,0,M1289292854,0,0,0
PAYMENT,5017.33,C178405137,0,0,M1705512923,0,0,0
PAYMENT,13498.44,C2045314417,21247,7748.56,M2102730438,0,0,0
PAYMENT,12742.65,C1712647370,30925,18182.35,M1139273988,0,0,0
PAYMENT,16200.08,C1922344580,102920,86719.92,M660743486,0,0,0
PAYMENT,10353.67,C1716645796,1125,0,M448945595,0,0,0
PAYMENT,2615.73,C1303734497,20769,18153.27,M2076770236,0,0,0
CASH_OUT,274406.81,C302846894,18153.27,0,C1721246982,1240965.79,1515372.59,0
PAYMENT,2607.64,C447392721,92756,90148.36,M2092841477,0,0,0
CASH_OUT,570941.46,C1085738801,90148.36,0,C985934102,2370572.96,2941514.43,0
PAYMENT,21404.44,C987620586,116,0,M1969632323,0,0,0
PAYMENT,15889.95,C2013611768,647,0,M11731022,0,0,0
PAYMENT,10310.77,C1436306950,10462,151.23,M287096026,0,0,0
CASH_OUT,308384.4,C1132206727,151.23,0,C836514715,410224.95,718609.35,0
PAYMENT,13268.13,C1532347350,82786,69517.87,M1821268676,0,0,0
PAYMENT,980.14,C402702819,50360,49379.86,M998983750,0,0,0
CASH_OUT,84326.18,C1312126866,49379.86,0,C202149782,127637.01,211963.2,0
CASH_OUT,261488.06,C1349733610,0,0,C1850180796,331525.89,593013.95,0
PAYMENT,9584.44,C428156140,22090.43,12505.98,M1591387506,0,0,0
CASH_OUT,122380.82,C412255839,12505.98,0,C991505714,1924870.22,5352935.74,0
CASH_OUT,65938.21,C1175319617,0,0,C517653428,100329,169554.94,0
CASH_OUT,142435.75,C1981749800,0,0,C1321128627,169235,0,0
CASH_OUT,86821.76,C2103820460,0,0,C1022680775,100540.36,71835.64,0
CASH_OUT,85074.07,C1909002529,0,0,C542766981,124897,43655.86,0
CASH_OUT,21696.81,C1481591973,0,0,C1005928818,63657.88,0,0
CASH_OUT,206666.36,C1452266462,0,0,C146305349,305398.63,631354.92,0
CASH_OUT,15674.27,C96213251,0,0,C1120735174,21119,0,0
CASH_OUT,200095.94,C1019560076,0,0,C1467806809,221496,90640.96,0
CASH_OUT,203376.02,C516753877,0,0,C1789550256,3871016.4,5020386.7,0
CASH_OUT,207796.54,C921975025,0,0,C1632716597,226226.89,59644.87,0
PAYMENT,10854.35,C1399147309,9054,0,M1169338605,0,0,0
TRANSFER,308882.21,C860326447,21996,0,C2011996123,186,1906158.59,0
PAYMENT,17575.98,C618864390,8512,0,M1562772628,0,0,0
PAYMENT,20601.02,C222556677,934,0,M47843184,0,0,0
PAYMENT,16175.39,C1056781058,54750,38574.61,M1393726189,0,0,0
PAYMENT,25594.04,C1095991632,52432,26837.96,M325119885,0,0,0
PAYMENT,9766.07,C1154661312,2113,0,M51432525,0,0,0
PAYMENT,779.76,C1586795646,172101,171321.24,M1243354278,0,0,0
PAYMENT,22802.84,C465676958,29975,7172.16,M506883855,0,0,0
PAYMENT,816.44,C1685798867,7172.16,6355.73,M1315483358,0,0,0
PAYMENT,2181.44,C1483438295,12042,9860.56,M1971858114,0,0,0
PAYMENT,36774.88,C1219499527,19864,0,M1126522769,0,0,0
PAYMENT,18278.65,C1082862306,82181,63902.35,M1960957451,0,0,0
DEBIT,4599.02,C1009383102,21173,16573.98,C701279123,5008,0,0
PAYMENT,11011.74,C1427763069,145506,134494.26,M1281098502,0,0,0
PAYMENT,18541.02,C913818888,36993,18451.98,M1159219582,0,0,0
PAYMENT,20385.69,C1608524967,40141,19755.31,M1938311278,0,0,0
TRANSFER,199873.41,C2078248082,31725,0,C665576141,5954556.4,6465767.14,0
CASH_OUT,273120.84,C2081126702,0,0,C503195940,658963.55,228783.05,0
PAYMENT,17871.32,C571518740,103399,85527.68,M325732352,0,0,0
PAYMENT,13836.66,C349629923,33168,19331.34,M858989662,0,0,0
PAYMENT,25448.45,C343688483,908181,882732.55,M1427580388,0,0,0
PAYMENT,22547.2,C1980588880,192852,170304.8,M1555478555,0,0,0
PAYMENT,9555.32,C706067443,30607,21051.68,M1187091280,0,0,0
PAYMENT,15983.15,C1531670331,30896,14912.85,M852779561,0,0,0
CASH_IN,283889,C890867107,14912.85,298801.86,C1335946878,582433.46,828787.26,0
CASH_IN,24492.49,C2131280707,298801.86,323294.35,C1924259657,31680,7187.51,0
CASH_IN,420269.82,C2142914862,323294.35,743564.17,C2118255842,536621.22,116351.4,0
CASH_IN,174806.05,C1861138906,743564.17,918370.22,C644345897,277219.24,51153.1,0
CASH_IN,78155.56,C392385841,918370.22,996525.78,C28783325,206428,22121.02,0
CASH_IN,55503.1,C776506949,996525.78,1052028.88,C1590550415,17811814.09,18698748.85,0
CASH_IN,271184.55,C60182939,1052028.88,1323213.43,C1495761010,519303,1193550.39,0
CASH_IN,232498.27,C413993050,1323213.43,1555711.7,C1880332929,11423976.98,14932387.84,0
CASH_IN,357726.65,C367660195,1555711.7,1913438.35,C392292416,4296397.8,3267222.75,0
CASH_IN,135998.76,C2134545149,1913438.35,2049437.11,C1519216494,351690.17,31444.7,0
CASH_IN,153512.92,C1309744648,2049437.11,2202950.03,C1477979030,9113630.99,10780596.35,0
CASH_IN,12245.34,C1041117256,2202950.03,2215195.37,C75457651,31469.78,22257.86,0
CASH_IN,253419.13,C2076486718,2215195.37,2468614.51,C1360913629,273383,2065.61,0
CASH_IN,111460.82,C1346532545,2468614.51,2580075.33,C824197891,202786,91325.18,0
CASH_IN,186841.67,C384156063,2580075.33,2766917,C1922859107,629441.42,209838.16,0
CASH_IN,133663.18,C1495678843,2766917,2900580.18,C655381473,194531.93,11489.91,0
CASH_IN,159689.6,C131976509,2900580.18,3060269.78,C1467806809,421591.94,90640.96,0
CASH_IN,561808.58,C1148867963,3060269.78,3622078.36,C453211571,5950433.65,5214288.59,0
CASH_IN,502514.81,C2091617618,3622078.36,4124593.17,C1013700132,1391946.72,1431686.33,0
CASH_IN,115359.35,C337557595,4124593.17,4239952.52,C1670989986,320843,117034.28,0
CASH_IN,26531.35,C2101554112,4239952.52,4266483.86,C691404076,26855.87,324.52,0
CASH_IN,30416,C1795451038,4266483.86,4296899.87,C232834050,279016,0,0
CASH_IN,58538.76,C1273346481,4296899.87,4355438.63,C2066777507,701369.74,24156.59,0
CASH_IN,41116.29,C718802166,4355438.63,4396554.92,C1946866478,105855,55844.95,0
CASH_IN,164197.03,C1310797638,4396554.92,4560751.96,C1909504164,209022,31678.66,0
CASH_IN,308177.51,C103415428,4560751.96,4868929.47,C1331052438,325737,10588.91,0
CASH_IN,52997.24,C1617422273,4868929.47,4921926.71,C1254893565,206194,0,0
CASH_IN,103082.13,C179497095,4921926.71,5025008.83,C1916720513,6760548.76,6216828.05,0
CASH_IN,214086.09,C1303293320,5025008.83,5239094.93,C232834050,248600,0,0
CASH_IN,263027.96,C70952807,5239094.93,5502122.89,C1880332929,11191478.71,14932387.84,0
CASH_IN,352360.67,C1530663374,5502122.89,5854483.56,C665576141,6154429.81,6465767.14,0
CASH_IN,224527.63,C1180122366,5854483.56,6079011.19,C1850180796,593013.95,7837942.9,0
CASH_IN,249972.42,C2125269841,6079011.19,6328983.6,C1167066016,576353.3,0,0
CASH_IN,85450.99,C796756604,6328983.6,6414434.59,C749524318,101058,15607.01,0
CASH_IN,126270.37,C343170108,6414434.59,6540704.96,C1674899618,6279677.95,10006403.16,0
CASH_IN,28526.13,C1807430272,6540704.96,6569231.09,C1979080020,30965,2438.87,0
CASH_IN,26271.48,C2111462181,6569231.09,6595502.57,C1531812826,41217,0,0
CASH_IN,209758.49,C1043796104,6595502.57,6805261.07,C18996450,796834,31153.91,0
CASH_IN,202246.61,C143929038,6805261.07,7007507.67,C1515704208,238677,9973139.6,0
CASH_IN,121913.7,C982065774,7007507.67,7129421.37,C1113560279,154563,10982.54,0
CASH_IN,134126.72,C354764137,7129421.37,7263548.09,C803116137,15517661.96,15651209.26,0
CASH_IN,266095.2,C328246293,7263548.09,7529643.29,C985934102,2941514.43,5827219.22,0
CASH_IN,189896.16,C979049207,7529643.29,7719539.45,C625088521,202016.19,12120.03,0
CASH_IN,49976.72,C1228068224,7719539.45,7769516.16,C1095666481,50902,126315.46,0
CASH_IN,299711.16,C1979961282,7769516.16,8069227.32,C1870252780,8598427.92,10857989.45,0
CASH_IN,68463.23,C1613065499,8069227.32,8137690.56,C1761291320,173024.37,233350.47,0
CASH_IN,348393.24,C38489930,8137690.56,8486083.8,C503195940,932084.39,228783.05,0
CASH_IN,21666.76,C1569330262,8486083.8,8507750.56,C1113560279,32649.3,10982.54,0
CASH_IN,63588.85,C891268602,8507750.56,8571339.41,C340368210,179592,0,0
CASH_IN,3732.98,C2115589111,8571339.41,8575072.39,C864078397,6292.72,2559.74,0
CASH_IN,51437.6,C653292129,8575072.39,8626510,C481402298,2274476.83,3885428.17,0
CASH_IN,108259.9,C727050829,8626510,8734769.9,C1554540309,825005,5652054.58,0
CASH_IN,138569.74,C1676534432,8734769.9,8873339.64,C1356054329,157635.81,19066.07,0
CASH_IN,117536.98,C1474270145,8873339.64,8990876.62,C40075281,308076.14,1674676.75,0
CASH_IN,29516.52,C1922662433,8990876.62,9020393.13,C1083142315,199110,141673.25,0
CASH_IN,20261.63,C1981418429,9020393.13,9040654.76,C629598328,20862,0,0
CASH_IN,61546.01,C2054033212,9040654.76,9102200.77,C769507769,73595.15,12049.14,0
CASH_IN,154735.14,C1367661099,9102200.77,9256935.91,C251155815,157604,0,0
CASH_IN,28266.24,C1872941234,9256935.91,9285202.15,C1254893565,153196.76,0,0
CASH_IN,229651.1,C1237547288,9285202.15,9514853.25,C1880332929,10928450.75,14932387.84,0
CASH_IN,455846.84,C1138657523,9514853.25,9970700.1,C97730845,13967310.03,14658353.25,0
CASH_IN,511779.03,C880564001,9970700.1,10482479.13,C665576141,5802069.14,6465767.14,0
CASH_IN,253489.92,C1294083676,10482479.13,10735969.05,C173783788,295284.85,73918.76,0
CASH_IN,341350.6,C528190809,10735969.05,11077319.66,C1428195532,349765,2657.47,0
CASH_IN,410821.56,C676665173,11077319.66,11488141.21,C2083562754,5312631.16,6385836.94,0
CASH_IN,335389.99,C2126940193,11488141.21,11823531.2,C1590550415,17756311,18698748.85,0
CASH_IN,28747.1,C571101539,11823531.2,11852278.31,C214774813,15944428.35,17771335.88,0
CASH_IN,258578.06,C1633161534,11852278.31,12110856.37,C451111351,4654237.15,7255066.28,0
CASH_IN,21865.49,C1631018495,12110856.37,12132721.86,C1778801068,7468357.55,8680195.01,0
CASH_IN,25260.54,C737826424,12132721.86,12157982.4,C757257137,41098.04,15837.49,0
CASH_IN,123551.62,C1535875885,12157982.4,12281534.03,C956986674,238958,0,0
CASH_IN,187863.78,C2054926467,12281534.03,12469397.8,C2101977504,565767,0,0
CASH_IN,237456.97,C561566358,12469397.8,12706854.77,C1354952534,622203,755381.3,0
CASH_IN,32078.13,C1489504599,12706854.77,12738932.9,C468154998,40392.82,8314.69,0
PAYMENT,6479.6,C1595782032,10756,4276.4,M2026237784,0,0,0
PAYMENT,2455.08,C533622452,702,0,M131354283,0,0,0
PAYMENT,5554.61,C904396018,0,0,M1645181497,0,0,0
PAYMENT,24963.89,C240653058,0,0,M727491956,0,0,0
PAYMENT,6853.5,C567729281,19635,12781.5,M949072944,0,0,0
PAYMENT,14703.98,C1990156323,105737,91033.02,M950410369,0,0,0
PAYMENT,14107.2,C387258687,676,0,M526339400,0,0,0
PAYMENT,5644.05,C788684446,356150,350505.95,M46719126,0,0,0
PAYMENT,3559.83,C1697685982,39942,36382.17,M549003710,0,0,0
PAYMENT,11587.52,C1125721069,457229,445641.48,M1148337557,0,0,0
PAYMENT,30051.02,C606882452,30316,264.98,M1307655038,0,0,0
PAYMENT,2962.06,C1199402854,11601,8638.94,M313945225,0,0,0
PAYMENT,33114.03,C1409875105,10245,0,M275122069,0,0,0
PAYMENT,32379.76,C1020021920,99963,67583.24,M499105172,0,0,0
PAYMENT,24258.1,C247576438,394,0,M775635860,0,0,0
PAYMENT,3988.39,C1892463551,80513,76524.61,M285205295,0,0,0
PAYMENT,8950.68,C327584833,53067,44116.32,M1742035526,0,0,0
TRANSFER,301294.72,C1913740360,10817,0,C1706891711,0,98525.69,0
PAYMENT,21536.22,C496512958,21903,366.78,M987450568,0,0,0
PAYMENT,3134.07,C2006005439,105205,102070.93,M261801753,0,0,0
PAYMENT,5640.35,C1403255947,19079,13438.65,M863917883,0,0,0
PAYMENT,9517.37,C1294248741,20755,11237.63,M341778327,0,0,0
CASH_OUT,235783.84,C1490353715,11237.63,0,C991505714,2047251.04,5352935.74,0
PAYMENT,10986.65,C424848797,162,0,M1908883473,0,0,0
PAYMENT,2326.67,C495471129,424656,422329.33,M1657936637,0,0,0
PAYMENT,9455.4,C1860205951,1001,0,M627863418,0,0,0
CASH_OUT,242640.84,C2053841228,0,0,C798678484,1270287.47,2084795.89,0
CASH_OUT,237752.47,C136108302,0,0,C1782113663,1477358.35,1655753.7,0
CASH_OUT,46873.46,C1710905079,0,0,C1401316767,61151.23,108024.69,0
CASH_OUT,102448.98,C590078605,0,0,C391903689,237831,281972.44,0
PAYMENT,19128.32,C6932197,133,0,M1850981199,0,0,0
PAYMENT,18255.04,C1495860636,0,0,M627747774,0,0,0
PAYMENT,17978.87,C1803161368,31239,13260.13,M411064571,0,0,0
PAYMENT,1563.49,C152349586,208982,207418.51,M2043922005,0,0,0
PAYMENT,38778.04,C1122636984,111648,72869.96,M1480051614,0,0,0
PAYMENT,23248.88,C1960031025,20321,0,M324346512,0,0,0
PAYMENT,749.05,C25734038,10851,10101.95,M1728445186,0,0,0
PAYMENT,20756.62,C237410024,27998,7241.38,M878535710,0,0,0
PAYMENT,16344.3,C1892531480,4892,0,M953718248,0,0,0
PAYMENT,3051.36,C49534413,0,0,M1573989401,0,0,0
PAYMENT,3230.7,C1080651718,0,0,M1021494774,0,0,0
PAYMENT,8893.16,C547566106,0,0,M1950774259,0,0,0
PAYMENT,15972.45,C2136614370,0,0,M1430094474,0,0,0
PAYMENT,28710.56,C1823955413,0,0,M732526171,0,0,0
PAYMENT,6286.6,C99759097,0,0,M1013106719,0,0,0
PAYMENT,1599.64,C1783453623,0,0,M171376395,0,0,0
PAYMENT,121.57,C516913231,0,0,M877095353,0,0,0
PAYMENT,9518.37,C876044393,0,0,M163843907,0,0,0
PAYMENT,15827.12,C1823212340,0,0,M1663673785,0,0,0
PAYMENT,5932.23,C1821549981,0,0,M1157955931,0,0,0
PAYMENT,18213.06,C1237065580,0,0,M1729527695,0,0,0
PAYMENT,6560.53,C508661949,0,0,M1932740085,0,0,0
PAYMENT,5065.07,C1524462464,0,0,M241403219,0,0,0
PAYMENT,13364.51,C472201306,0,0,M1976617670,0,0,0
PAYMENT,14431.75,C1151395471,0,0,M1450945109,0,0,0
PAYMENT,15491.85,C1672064808,0,0,M274521953,0,0,0
PAYMENT,20551.28,C1393284987,12207,0,M1487529549,0,0,0
DEBIT,5402.3,C1985467039,10482,5079.7,C404279307,40230,45632.3,0
PAYMENT,14567.67,C437475,99727,85159.33,M221971351,0,0,0
PAYMENT,8534.37,C448206835,36627,28092.63,M1388117264,0,0,0
PAYMENT,20275.14,C1734881808,15726,0,M848995025,0,0,0
TRANSFER,416126.78,C271594494,0,0,C97730845,13511463.18,14658353.25,0
PAYMENT,13560.97,C626071701,20336,6775.03,M59725469,0,0,0
PAYMENT,3988.91,C1684336663,20583.22,16594.31,M1968869542,0,0,0
PAYMENT,1569.26,C1482861352,16594.31,15025.05,M555754759,0,0,0
DEBIT,7956.2,C1653050748,50786,42829.8,C191614132,145062.2,9701.14,0
PAYMENT,3032.12,C1132068394,1404,0,M235873926,0,0,0
PAYMENT,30704.7,C774320733,171,0,M1888859784,0,0,0
PAYMENT,21358.13,C2089917982,103,0,M199076892,0,0,0
PAYMENT,15993.27,C478139104,81345,65351.73,M1099109905,0,0,0
PAYMENT,37699.34,C831656273,642830.98,605131.64,M1464460851,0,0,0
CASH_OUT,170504.65,C902026984,605131.64,434626.99,C292665982,179341.27,183517.82,0
PAYMENT,22968.75,C1823047135,383,0,M1292956034,0,0,0
PAYMENT,27383.84,C1433464429,9754,0,M2117015229,0,0,0
PAYMENT,21510.43,C1498401570,2061,0,M328838504,0,0,0
PAYMENT,6539.91,C1103641328,0,0,M1205094026,0,0,0
PAYMENT,5399.32,C1617265545,0,0,M1053392896,0,0,0
PAYMENT,13594.65,C1045836435,0,0,M1532216261,0,0,0
PAYMENT,21650.08,C400976621,0,0,M1708990865,0,0,0
PAYMENT,6193.97,C1787843859,0,0,M798555759,0,0,0
PAYMENT,2444.71,C185419891,0,0,M131084586,0,0,0
PAYMENT,6716.16,C1862321166,0,0,M126039047,0,0,0
PAYMENT,55954.74,C1722591828,0,0,M1618190026,0,0,0
PAYMENT,22923.28,C163190398,0,0,M394737730,0,0,0
PAYMENT,6686.45,C343592684,0,0,M1753450343,0,0,0
PAYMENT,15147.34,C827549167,0,0,M523771567,0,0,0
PAYMENT,56058.18,C1576513034,0,0,M691774060,0,0,0
PAYMENT,12107.21,C57525945,0,0,M1560243485,0,0,0
PAYMENT,25699.58,C1016602486,0,0,M1212473931,0,0,0
PAYMENT,6814.2,C628211188,0,0,M37858242,0,0,0
PAYMENT,7331.46,C2120120147,0,0,M291996777,0,0,0
PAYMENT,2443.54,C961615276,0,0,M918664959,0,0,0
PAYMENT,13407.06,C992521115,0,0,M381760603,0,0,0
PAYMENT,6524.09,C663535450,0,0,M474059546,0,0,0
PAYMENT,7237.08,C1657509754,116978.97,109741.89,M2109146260,0,0,0
PAYMENT,10475.55,C1057161751,109741.89,99266.34,M801808302,0,0,0
PAYMENT,17987.71,C285519210,10635,0,M1423083642,0,0,0
PAYMENT,13916.14,C1944468301,0,0,M145423728,0,0,0
PAYMENT,6330.23,C1014071026,0,0,M2090905694,0,0,0
PAYMENT,15580.12,C1046401236,12913,0,M1640037138,0,0,0
PAYMENT,1161.45,C1458675510,0,0,M799729654,0,0,0
PAYMENT,17332.62,C1731877543,0,0,M21247289,0,0,0
PAYMENT,8661.5,C1528168968,32409,23747.5,M595319755,0,0,0
PAYMENT,12295.28,C379671137,22373,10077.72,M921452657,0,0,0
TRANSFER,56538.75,C1568740070,10077.72,0,C871895680,57886,192703.2,0
PAYMENT,16666.64,C551104286,426,0,M1022837566,0,0,0
PAYMENT,4581.31,C1758225177,271152.52,266571.2,M1024412356,0,0,0
CASH_OUT,242407.62,C1413952420,266571.2,24163.59,C146305349,512064.99,631354.92,0
TRANSFER,50570.65,C1378841761,148,0,C1452722471,0,50570.65,0
PAYMENT,13194.66,C1500512598,0,0,M510536150,0,0,0
PAYMENT,438.55,C1935274924,72504.61,72066.06,M1526336282,0,0,0
CASH_OUT,404491.79,C64605090,72066.06,0,C1983747920,874685.77,1279177.56,0
PAYMENT,3263.58,C1813410454,1509,0,M1349400619,0,0,0
PAYMENT,22946.31,C1514556391,62884,39937.69,M386863062,0,0,0
PAYMENT,260.23,C1221741923,8020,7759.77,M1767672626,0,0,0
PAYMENT,18888.95,C28175501,3370,0,M1857237713,0,0,0
PAYMENT,12795.92,C886096689,17020.26,4224.34,M962124674,0,0,0
PAYMENT,947.91,C1467974048,4224.34,3276.43,M539825188,0,0,0
PAYMENT,16169.9,C307663451,24556,8386.1,M1840107352,0,0,0
TRANSFER,160869.97,C1182015948,7042,0,C1494895909,139506,905385.44,0
PAYMENT,6705.12,C246452498,0,0,M676470485,0,0,0
PAYMENT,18995.99,C721863560,11637,0,M1285287269,0,0,0
PAYMENT,24690.36,C1177148901,572,0,M2117457731,0,0,0
DEBIT,477.13,C1672626574,99308,98830.87,C709906087,41371,41848.13,0
CASH_OUT,385123.59,C1892771928,98830.87,0,C1334973394,607328,982743.75,0
PAYMENT,26843.78,C2023707986,4996,0,M683674317,0,0,0
PAYMENT,15242.55,C1494188138,241996,226753.45,M577220795,0,0,0
TRANSFER,356511.88,C542135392,41186,0,C1100767002,7289.2,148304.02,0
PAYMENT,27535.02,C149861573,36029,8493.98,M768047458,0,0,0
PAYMENT,4974.35,C851109385,69777,64802.65,M275466090,0,0,0
PAYMENT,8888.88,C1843302718,64802.65,55913.77,M2068113806,0,0,0
PAYMENT,8921.69,C506184257,9260,338.31,M1412536057,0,0,0
PAYMENT,24469.38,C1300216352,2886,0,M288043672,0,0,0
CASH_OUT,119341.71,C1372771126,0,0,C1619402333,865660,2258295.49,0
PAYMENT,19227.1,C151781803,20765,1537.9,M965874704,0,0,0
PAYMENT,17737.81,C1910857288,30864,13126.19,M912877601,0,0,0
PAYMENT,14143.87,C1593914910,22385,8241.13,M1989843834,0,0,0
PAYMENT,4041.67,C760646911,29144,25102.33,M1342423316,0,0,0
PAYMENT,5187.5,C115653836,25102.33,19914.82,M612873761,0,0,0
PAYMENT,24579.11,C1026553658,11923,0,M1936362218,0,0,0
PAYMENT,6936.56,C1347111575,10920,3983.44,M1231345665,0,0,0
PAYMENT,13522.25,C187723824,3983.44,0,M749377126,0,0,0
PAYMENT,12303.52,C641691286,0,0,M1232346752,0,0,0
PAYMENT,18219.9,C1095583342,15710,0,M967635335,0,0,0
TRANSFER,104087.72,C1681552378,61241,0,C1870436181,51533,823.49,0
PAYMENT,22655.09,C231989731,256386,233730.91,M646359041,0,0,0
PAYMENT,20547.38,C2021148063,29786.99,9239.62,M1332370633,0,0,0
PAYMENT,16917.51,C1562669118,9239.62,0,M1324420411,0,0,0
PAYMENT,1072.27,C1956642247,5657,4584.73,M1762556809,0,0,0
PAYMENT,5106.61,C391463702,69731,64624.39,M1368067090,0,0,0
PAYMENT,6727.32,C1525789217,20569,13841.68,M1085888709,0,0,0
PAYMENT,6312.27,C2102001207,211771,205458.73,M1957398032,0,0,0
PAYMENT,17145.26,C589058590,96,0,M694766024,0,0,0
PAYMENT,24544.47,C467903124,11511,0,M860892414,0,0,0
PAYMENT,12689.5,C1922896936,12421.94,0,M291054778,0,0,0
PAYMENT,15642.1,C388551431,0,0,M623717056,0,0,0
PAYMENT,3860.03,C1057707545,0,0,M1739573686,0,0,0
PAYMENT,11251.54,C919510703,0,0,M2054805916,0,0,0
PAYMENT,13590.74,C522711892,0,0,M115112831,0,0,0
PAYMENT,4276.73,C1143322349,0,0,M1881420492,0,0,0
PAYMENT,3643.48,C1345962703,0,0,M895175732,0,0,0
PAYMENT,35485.18,C1553991340,0,0,M230944166,0,0,0
PAYMENT,9893.57,C326265195,0,0,M2091367901,0,0,0
PAYMENT,11004.31,C544100739,0,0,M844248821,0,0,0
PAYMENT,15751.31,C854276325,0,0,M1935880752,0,0,0
PAYMENT,12613.83,C559126422,0,0,M34994391,0,0,0
PAYMENT,38677.12,C1775420512,0,0,M55220696,0,0,0
PAYMENT,11515.03,C1050165504,0,0,M333890884,0,0,0
PAYMENT,6945.84,C1818817180,0,0,M993731216,0,0,0
PAYMENT,548.44,C1205331126,0,0,M1648285165,0,0,0
PAYMENT,18655.15,C1240016676,0,0,M732214059,0,0,0
PAYMENT,3765.68,C1395523773,0,0,M1202402952,0,0,0
PAYMENT,21625.13,C1207695710,0,0,M1229465441,0,0,0
PAYMENT,2901.34,C1791032605,0,0,M1950456251,0,0,0
PAYMENT,4922.27,C1827192676,0,0,M1679027895,0,0,0
PAYMENT,19858.46,C156684093,309068.21,289209.75,M1898058733,0,0,0
PAYMENT,9538.96,C1478005042,289209.75,279670.79,M587573968,0,0,0
PAYMENT,15593.41,C471180970,1665,0,M2110350270,0,0,0
PAYMENT,23258.69,C1640299572,128744.5,105485.8,M1872337398,0,0,0
PAYMENT,1636.72,C1577603673,105485.8,103849.08,M1760173749,0,0,0
PAYMENT,4293.83,C772369088,103849.08,99555.25,M226230494,0,0,0
PAYMENT,6737.87,C301601202,6867,129.13,M702392974,0,0,0
PAYMENT,20491.58,C1281853983,103089,82597.42,M560990653,0,0,0
PAYMENT,45279.83,C1615264672,20953,0,M613131516,0,0,0
PAYMENT,8278.63,C1422714112,0,0,M1968190405,0,0,0
TRANSFER,6870.64,C580668724,2888,0,C1211297851,35632.33,42502.98,0
PAYMENT,5624.29,C1531556319,53469,47844.71,M1755229011,0,0,0
PAYMENT,15768.41,C472146846,30064,14295.59,M1553033411,0,0,0
TRANSFER,394310.01,C1254161863,150810,0,C1515704208,36430.39,9973139.6,0
TRANSFER,264367.48,C1461257215,15789,0,C424743902,29445.99,16365.64,0
PAYMENT,14164.55,C1755226641,149698,135533.45,M1058937009,0,0,0
PAYMENT,314.67,C1920853072,22046,21731.33,M1843660571,0,0,0
CASH_OUT,71868.61,C1886891676,21731.33,0,C408553489,133096,5005.78,0
TRANSFER,334889.22,C1071901619,50165,0,C1318822808,15011.03,349900.25,0
CASH_OUT,83184.28,C581031803,0,0,C1746150957,179072.77,113988.19,0
PAYMENT,206.66,C1865470187,6791.09,6584.43,M587108575,0,0,0
CASH_OUT,139283.22,C39864640,6584.43,0,C1013700132,889431.9,1431686.33,0
PAYMENT,27008.46,C287735431,86120,59111.54,M294395818,0,0,0
PAYMENT,5734.4,C228963439,23423,17688.6,M161445348,0,0,0
CASH_OUT,21128.42,C728756246,17688.6,0,C7313260,102399,52795.84,0
CASH_OUT,196775.47,C1525668766,0,0,C1019670582,255358,397273.75,0
PAYMENT,4197.94,C2051611232,20129,15931.06,M134963352,0,0,0
PAYMENT,13794.64,C1546706639,25455,11660.36,M2015874556,0,0,0
PAYMENT,4630.35,C1242514050,11660.36,7030.01,M433321211,0,0,0
TRANSFER,251644.29,C1137678248,489088,237443.71,C1896545607,0,99358,0
PAYMENT,33025.94,C96594432,58728.72,25702.78,M896185192,0,0,0
CASH_OUT,440165.52,C865660178,25702.78,0,C71555810,649695,960188.98,0
PAYMENT,2091.2,C206921246,31581,29489.8,M105784446,0,0,0
PAYMENT,10960.92,C1725904428,185063,174102.08,M307996568,0,0,0
PAYMENT,15171.48,C878231139,12577,0,M1136787778,0,0,0
PAYMENT,12968.1,C1555243328,11222,0,M328940073,0,0,0
PAYMENT,11473.98,C1656825247,22479,11005.02,M836432020,0,0,0
PAYMENT,17078.55,C1948679886,132600,115521.45,M1042700305,0,0,0
PAYMENT,5427.12,C1436581783,37817,32389.88,M865627111,0,0,0
PAYMENT,8719.82,C1955570516,383,0,M2028313348,0,0,0
PAYMENT,17949.84,C779034440,61750,43800.16,M1591250481,0,0,0
